txn_id,customer_id,account_id,amount,txn_type,payment_mode,category,subcategory,merchant_name,txn_date,city,state,country,description,created_at
271,2,52,1825.92,DEBIT,UPI,FOOD,Online Delivery,Zomato/Swiggy,24-07-2025 16:15,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
272,3,1,3959.08,DEBIT,NET_BANKING,SUBSCRIPTIONS,Newspaper,Times of India,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Newspaper at Times of India.,12-12-2025 11:44
273,4,2,1103.52,DEBIT,CASH,TRANSPORT,Metro/Bus Pass,Delhi Metro/BMTC,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Metro/Bus Pass at Delhi Metro/BMTC.,12-12-2025 11:44
274,5,3,2705.8,DEBIT,AUTO_DEBIT,SHOPPING,Online Shopping,Amazon India/Myntra,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Online Shopping at Amazon India/Myntra.,12-12-2025 11:44
275,6,4,10825.84,DEBIT,WALLET,SHOPPING,Electronics,Croma/Reliance Digital,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Electronics at Croma/Reliance Digital.,12-12-2025 11:44
276,7,5,1912.83,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
277,8,6,24022.09,DEBIT,UPI,TRAVEL,Flight,IRCTC,24-07-2025 16:15,Delhi,Delhi,India,Payment for Flight at IRCTC.,12-12-2025 11:44
278,9,7,18585.11,DEBIT,NET_BANKING,TRAVEL,Train,OYO/Goibibo,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Train at OYO/Goibibo.,12-12-2025 11:44
279,10,8,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
280,11,9,10304.7,DEBIT,AUTO_DEBIT,HEALTHCARE,Lab Test,Dr. Lal PathLabs,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:44
281,12,10,10118.06,DEBIT,WALLET,HEALTHCARE,Doctor Visit,Practo/Local Clinic,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Doctor Visit at Practo/Local Clinic.,12-12-2025 11:44
282,13,11,37769.17,DEBIT,CARD,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,12-12-2025 11:44
283,14,12,2115.11,DEBIT,UPI,SUBSCRIPTIONS,Software,Microsoft 365,24-07-2025 16:15,Delhi,Delhi,India,Payment for Software at Microsoft 365.,12-12-2025 11:44
284,15,13,3592.83,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Times of India,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Software at Times of India.,12-12-2025 11:44
285,16,14,1732.12,DEBIT,CASH,TRANSPORT,Cab,IOCL Pump,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
286,17,15,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Saravana Bhavan,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:44
287,18,16,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Reliance Smart,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Coffee Shop at Reliance Smart.,12-12-2025 11:44
288,19,17,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Ola/Uber,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Fuel at Ola/Uber.,12-12-2025 11:44
289,20,18,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,24-07-2025 16:15,Delhi,Delhi,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
290,21,19,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,Ola/Uber,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
291,22,20,17332.93,DEBIT,CASH,HOUSING,Maintenance,BSES/TNEB/MSEDCL,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
292,23,21,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Landlord,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Rent at Landlord.,12-12-2025 11:44
293,24,22,15049.88,DEBIT,WALLET,TRAVEL,Hotel,Local Travel Agency,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Hotel at Local Travel Agency.,12-12-2025 11:44
294,25,23,15509.31,DEBIT,CARD,HOUSING,Maintenance,RWA,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,12-12-2025 11:44
295,26,24,34208.57,DEBIT,UPI,EDUCATION,Course Material,BYJU's/Vedantu,24-07-2025 16:15,Delhi,Delhi,India,Payment for Course Material at BYJU's/Vedantu.,12-12-2025 11:44
296,27,25,41983.84,DEBIT,NET_BANKING,EDUCATION,Online Course,Coursera/Udemy,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Online Course at Coursera/Udemy.,12-12-2025 11:44
297,28,26,11500.59,DEBIT,CASH,HEALTHCARE,Insurance Premium,LIC/HDFC Life,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Insurance Premium at LIC/HDFC Life.,12-12-2025 11:44
298,29,27,5563.89,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Gym Membership,Microsoft 365,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Gym Membership at Microsoft 365.,12-12-2025 11:44
299,30,28,4169.83,DEBIT,WALLET,FOOD,Groceries,Saravana Bhavan,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Groceries at Saravana Bhavan.,12-12-2025 11:44
300,31,29,3037.49,DEBIT,CARD,FOOD,Online Delivery,Reliance Smart,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
301,32,30,25732.32,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,24-07-2025 16:15,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
302,33,31,1112.42,DEBIT,NET_BANKING,TRANSPORT,Fuel,IOCL Pump,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Fuel at IOCL Pump.,12-12-2025 11:44
303,34,32,2150.94,DEBIT,CASH,TRANSPORT,Cab,Ola/Uber,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
304,35,33,4660.85,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Software,Netflix/Hotstar,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:44
305,36,34,2989.47,DEBIT,WALLET,SHOPPING,Clothing,Zara/H&M,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
306,37,35,18831.62,DEBIT,CARD,EDUCATION,Course Material,University Book Store,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
307,38,36,17332.93,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,24-07-2025 16:15,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
308,39,37,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
309,40,38,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
310,41,39,10825.84,DEBIT,AUTO_DEBIT,SHOPPING,Electronics,Croma/Reliance Digital,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Electronics at Croma/Reliance Digital.,12-12-2025 11:44
311,42,40,10304.7,DEBIT,WALLET,HEALTHCARE,Lab Test,Dr. Lal PathLabs,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:44
312,43,41,2899.69,DEBIT,CARD,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
313,44,42,18585.11,DEBIT,UPI,TRAVEL,Train,IRCTC,24-07-2025 16:15,Delhi,Delhi,India,Payment for Train at IRCTC.,12-12-2025 11:44
314,45,43,24022.09,DEBIT,NET_BANKING,TRAVEL,Flight,OYO/Goibibo,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Flight at OYO/Goibibo.,12-12-2025 11:44
315,46,44,7861.94,DEBIT,CASH,SHOPPING,Clothing,Amazon India/Myntra,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Clothing at Amazon India/Myntra.,12-12-2025 11:44
316,47,45,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Saravana Bhavan,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:44
317,48,46,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Starbucks,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:44
318,49,47,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
319,50,48,1654.51,DEBIT,UPI,TRANSPORT,Cab,IOCL Pump,24-07-2025 16:15,Delhi,Delhi,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
320,51,49,4169.83,DEBIT,NET_BANKING,FOOD,Groceries,Reliance Smart,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Groceries at Reliance Smart.,12-12-2025 11:44
321,52,50,3037.49,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
322,53,53,1112.42,DEBIT,AUTO_DEBIT,TRANSPORT,Fuel,Delhi Metro/BMTC,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Fuel at Delhi Metro/BMTC.,12-12-2025 11:44
323,1,51,2150.94,DEBIT,WALLET,TRANSPORT,Cab,NHAI Toll,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Cab at NHAI Toll.,12-12-2025 11:44
324,2,52,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,12-12-2025 11:44
325,3,1,15509.31,DEBIT,UPI,HOUSING,Maintenance,BSES/TNEB/MSEDCL,24-07-2025 16:15,Delhi,Delhi,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:44
326,4,2,34208.57,DEBIT,NET_BANKING,EDUCATION,Course Material,University Book Store,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
327,5,3,15049.88,DEBIT,CASH,TRAVEL,Hotel,Indigo/Air India,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Hotel at Indigo/Air India.,12-12-2025 11:44
328,6,4,34267.89,DEBIT,AUTO_DEBIT,HOUSING,Rent,Airtel Broadband/Jio Fiber,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Rent at Airtel Broadband/Jio Fiber.,12-12-2025 11:44
329,7,5,11500.59,DEBIT,WALLET,HEALTHCARE,Insurance Premium,Practo/Local Clinic,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Insurance Premium at Practo/Local Clinic.,12-12-2025 11:44
330,8,6,41983.84,DEBIT,CARD,EDUCATION,Online Course,BYJU's/Vedantu,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Course at BYJU's/Vedantu.,12-12-2025 11:44
331,9,7,5563.89,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,24-07-2025 16:15,Delhi,Delhi,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
332,10,8,4660.85,DEBIT,NET_BANKING,SUBSCRIPTIONS,Software,Microsoft 365,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Software at Microsoft 365.,12-12-2025 11:44
333,11,9,2989.47,DEBIT,CASH,SHOPPING,Clothing,Zara/H&M,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:44
334,12,10,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,HDFC Bank/SBI,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Credit Card Payment at HDFC Bank/SBI.,12-12-2025 11:44
335,13,11,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Netflix/Hotstar,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:44
336,14,12,3592.83,DEBIT,CARD,SUBSCRIPTIONS,Software,Times of India,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Software at Times of India.,12-12-2025 11:44
337,15,13,2402.04,DEBIT,UPI,FOOD,Restaurant,Reliance Smart,24-07-2025 16:15,Delhi,Delhi,India,Payment for Restaurant at Reliance Smart.,12-12-2025 11:44
338,16,14,1098.39,DEBIT,NET_BANKING,FOOD,Coffee Shop,Zomato/Swiggy,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Coffee Shop at Zomato/Swiggy.,12-12-2025 11:44
339,17,15,1732.12,DEBIT,CASH,TRANSPORT,Cab,Ola/Uber,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Cab at Ola/Uber.,12-12-2025 11:44
340,18,16,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
341,19,17,18831.62,DEBIT,WALLET,EDUCATION,Course Material,BYJU's/Vedantu,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Course Material at BYJU's/Vedantu.,12-12-2025 11:44
342,20,18,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Delhi Metro/BMTC,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Fuel at Delhi Metro/BMTC.,12-12-2025 11:44
343,21,19,16801.37,DEBIT,UPI,TRAVEL,Hotel,Local Travel Agency,24-07-2025 16:15,Delhi,Delhi,India,Payment for Hotel at Local Travel Agency.,12-12-2025 11:44
344,22,20,1243.68,DEBIT,NET_BANKING,FOOD,Coffee Shop,Starbucks,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:44
345,23,21,1825.92,DEBIT,CASH,FOOD,Online Delivery,Reliance Smart,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
346,24,22,3959.08,DEBIT,AUTO_DEBIT,SUBSCRIPTIONS,Newspaper,Netflix/Hotstar,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Newspaper at Netflix/Hotstar.,12-12-2025 11:44
347,25,23,1103.52,DEBIT,WALLET,TRANSPORT,Metro/Bus Pass,NHAI Toll,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Metro/Bus Pass at NHAI Toll.,12-12-2025 11:44
348,26,24,2705.8,DEBIT,CARD,SHOPPING,Online Shopping,Croma/Reliance Digital,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Online Shopping at Croma/Reliance Digital.,12-12-2025 11:44
349,27,25,10825.84,DEBIT,UPI,SHOPPING,Electronics,Amazon India/Myntra,24-07-2025 16:15,Delhi,Delhi,India,Payment for Electronics at Amazon India/Myntra.,12-12-2025 11:44
350,28,26,1912.83,DEBIT,NET_BANKING,FOOD,Online Delivery,Zomato/Swiggy,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:44
351,29,27,24022.09,DEBIT,CASH,TRAVEL,Flight,IRCTC,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Flight at IRCTC.,12-12-2025 11:44
352,30,28,18585.11,DEBIT,AUTO_DEBIT,TRAVEL,Train,OYO/Goibibo,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Train at OYO/Goibibo.,12-12-2025 11:44
353,31,29,2899.69,DEBIT,WALLET,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:44
354,32,30,10304.7,DEBIT,CARD,HEALTHCARE,Lab Test,Dr. Lal PathLabs,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:44
355,33,31,10118.06,DEBIT,UPI,HEALTHCARE,Doctor Visit,Practo/Local Clinic,24-07-2025 16:15,Delhi,Delhi,India,Payment for Doctor Visit at Practo/Local Clinic.,12-12-2025 11:44
356,34,32,37769.17,DEBIT,NET_BANKING,FINANCE,Credit Card Payment,HDFC Bank/SBI,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Credit Card Payment at HDFC Bank/SBI.,12-12-2025 11:44
357,35,33,1100.08,DEBIT,CASH,TRANSPORT,Fuel,Ola/Uber,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Fuel at Ola/Uber.,12-12-2025 11:44
358,36,34,18831.62,DEBIT,AUTO_DEBIT,EDUCATION,Course Material,University Book Store,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Course Material at University Book Store.,12-12-2025 11:44
359,37,35,17332.93,DEBIT,WALLET,HOUSING,Maintenance,RWA,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Maintenance at RWA.,12-12-2025 11:44
360,38,36,1654.51,DEBIT,CARD,TRANSPORT,Cab,IOCL Pump,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Cab at IOCL Pump.,12-12-2025 11:44
361,39,37,1912.83,DEBIT,UPI,FOOD,Online Delivery,Reliance Smart,24-07-2025 16:15,Delhi,Delhi,India,Payment for Online Delivery at Reliance Smart.,12-12-2025 11:44
362,40,38,2402.04,DEBIT,NET_BANKING,FOOD,Restaurant,Saravana Bhavan,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:44
363,41,39,1098.39,DEBIT,CASH,FOOD,Coffee Shop,Zomato/Swiggy,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Coffee Shop at Zomato/Swiggy.,12-12-2025 11:45
364,42,40,7861.94,DEBIT,AUTO_DEBIT,SHOPPING,Clothing,Zara/H&M,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:45
365,43,41,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Flight at OYO/Goibibo.,12-12-2025 11:45
366,44,42,18585.11,DEBIT,CARD,TRAVEL,Train,Local Travel Agency,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Train at Local Travel Agency.,12-12-2025 11:45
367,45,43,2899.69,DEBIT,UPI,SUBSCRIPTIONS,Gym Membership,Microsoft 365,24-07-2025 16:15,Delhi,Delhi,India,Payment for Gym Membership at Microsoft 365.,12-12-2025 11:45
368,46,44,10304.7,DEBIT,NET_BANKING,HEALTHCARE,Lab Test,Apollo Pharmacy,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Lab Test at Apollo Pharmacy.,12-12-2025 11:45
369,47,45,10118.06,DEBIT,CASH,HEALTHCARE,Doctor Visit,Dr. Lal PathLabs,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Doctor Visit at Dr. Lal PathLabs.,12-12-2025 11:45
370,48,46,37769.17,DEBIT,AUTO_DEBIT,FINANCE,Credit Card Payment,ICICI Bank/Axis Bank,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Credit Card Payment at ICICI Bank/Axis Bank.,12-12-2025 11:45
371,49,47,2115.11,DEBIT,WALLET,SUBSCRIPTIONS,Software,Times of India,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Software at Times of India.,12-12-2025 11:45
372,50,48,3592.83,DEBIT,CARD,SUBSCRIPTIONS,Software,Netflix/Hotstar,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Software at Netflix/Hotstar.,12-12-2025 11:45
373,51,49,1732.12,DEBIT,UPI,TRANSPORT,Cab,Ola/Uber,24-07-2025 16:15,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,12-12-2025 11:45
374,52,50,2402.04,DEBIT,NET_BANKING,FOOD,Restaurant,Saravana Bhavan,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Restaurant at Saravana Bhavan.,12-12-2025 11:45
375,53,53,1098.39,DEBIT,CASH,FOOD,Coffee Shop,Reliance Smart,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Coffee Shop at Reliance Smart.,12-12-2025 11:45
376,1,51,1654.51,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,IOCL Pump,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Cab at IOCL Pump.,12-12-2025 11:45
377,2,52,18831.62,DEBIT,WALLET,EDUCATION,Course Material,University Book Store,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Course Material at University Book Store.,12-12-2025 11:45
378,3,1,1100.08,DEBIT,CARD,TRANSPORT,Fuel,Ola/Uber,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Fuel at Ola/Uber.,12-12-2025 11:45
379,4,2,17332.93,DEBIT,UPI,HOUSING,Maintenance,RWA,24-07-2025 16:15,Delhi,Delhi,India,Payment for Maintenance at RWA.,12-12-2025 11:45
380,5,3,34267.89,DEBIT,NET_BANKING,HOUSING,Rent,Landlord,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Rent at Landlord.,12-12-2025 11:45
381,6,4,15049.88,DEBIT,CASH,TRAVEL,Hotel,OYO/Goibibo,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Hotel at OYO/Goibibo.,12-12-2025 11:45
382,7,5,34208.57,DEBIT,AUTO_DEBIT,EDUCATION,Course Material,BYJU's/Vedantu,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Course Material at BYJU's/Vedantu.,12-12-2025 11:45
383,8,6,15509.31,DEBIT,WALLET,HOUSING,Maintenance,BSES/TNEB/MSEDCL,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Maintenance at BSES/TNEB/MSEDCL.,12-12-2025 11:45
384,9,7,25732.32,DEBIT,CARD,HOUSING,Maintenance,RWA,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Maintenance at RWA.,12-12-2025 11:45
385,10,8,3037.49,DEBIT,UPI,FOOD,Online Delivery,Zomato/Swiggy,24-07-2025 16:15,Delhi,Delhi,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:45
386,11,9,4169.83,DEBIT,NET_BANKING,FOOD,Groceries,Saravana Bhavan,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Groceries at Saravana Bhavan.,12-12-2025 11:45
387,12,10,1112.42,DEBIT,CASH,TRANSPORT,Fuel,Ola/Uber,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Fuel at Ola/Uber.,12-12-2025 11:45
388,13,11,2150.94,DEBIT,AUTO_DEBIT,TRANSPORT,Cab,NHAI Toll,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Cab at NHAI Toll.,12-12-2025 11:45
389,14,12,4660.85,DEBIT,WALLET,SUBSCRIPTIONS,Software,Microsoft 365,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Software at Microsoft 365.,12-12-2025 11:45
390,15,13,2989.47,DEBIT,CARD,SHOPPING,Clothing,Zara/H&M,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Clothing at Zara/H&M.,12-12-2025 11:45
391,16,14,18831.62,DEBIT,UPI,EDUCATION,Course Material,University Book Store,24-07-2025 16:15,Delhi,Delhi,India,Payment for Course Material at University Book Store.,12-12-2025 11:45
392,18,16,1654.51,DEBIT,NET_BANKING,TRANSPORT,Cab,IOCL Pump,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Cab at IOCL Pump.,12-12-2025 11:45
393,19,17,1912.83,DEBIT,CASH,FOOD,Online Delivery,Zomato/Swiggy,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Online Delivery at Zomato/Swiggy.,12-12-2025 11:45
394,20,18,2402.04,DEBIT,AUTO_DEBIT,FOOD,Restaurant,Reliance Smart,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Restaurant at Reliance Smart.,12-12-2025 11:45
395,21,19,1098.39,DEBIT,WALLET,FOOD,Coffee Shop,Starbucks,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Coffee Shop at Starbucks.,12-12-2025 11:45
396,22,20,1732.12,DEBIT,CARD,TRANSPORT,Cab,Ola/Uber,24-07-2025 16:15,Delhi,Delhi,India,Payment for Cab at Ola/Uber.,12-12-2025 11:45
397,23,21,1100.08,DEBIT,UPI,TRANSPORT,Fuel,Delhi Metro/BMTC,02-09-2025 16:35,Bengaluru,Karnataka,India,Payment for Fuel at Delhi Metro/BMTC.,12-12-2025 11:45
398,24,22,10304.7,DEBIT,NET_BANKING,HEALTHCARE,Lab Test,Dr. Lal PathLabs,19-11-2025 19:01,Pune,Maharashtra,India,Payment for Lab Test at Dr. Lal PathLabs.,12-12-2025 11:45
399,25,23,2899.69,DEBIT,CASH,SUBSCRIPTIONS,Gym Membership,Cult.fit/Anytime Fitness,14-10-2025 13:30,Hyderabad,Telangana,India,Payment for Gym Membership at Cult.fit/Anytime Fitness.,12-12-2025 11:45
400,26,24,18585.11,DEBIT,AUTO_DEBIT,TRAVEL,Train,Local Travel Agency,01-08-2025 16:40,Kolkata,West Bengal,India,Payment for Train at Local Travel Agency.,12-12-2025 11:45
401,27,25,24022.09,DEBIT,WALLET,TRAVEL,Flight,OYO/Goibibo,28-07-2025 07:11,Mumbai,Maharashtra,India,Payment for Flight at OYO/Goibibo.,12-12-2025 11:45
402,13,11,1500.75,DEBIT,UPI,FOOD,Restaurant,Swiggy,05-02-2025 14:30,Amravati,Maharashtra,India,Dinner at Mcdonalds,12-12-2025 16:13
403,48,46,450,DEBIT,NET_BANKING,SUBSCRIPTIONS,OTT,Netflix,12-12-2025 21:48,Amravati,Maharashtra,India,Netflix premium for 3 months,12-12-2025 16:19
404,3,1,45000,CREDIT,NEFT,INCOME,Salary,HDFC Payroll,01-12-2025 09:00,Mumbai,Maharashtra,India,Monthly salary credit,01-12-2025 09:05
405,3,1,5000,CREDIT,IMPS,TRANSFER,Fund Transfer,PhonePe,15-12-2025 11:30,Mumbai,Maharashtra,India,Transfer from friend,15-12-2025 11:31
406,4,2,85000,CREDIT,NEFT,INCOME,Salary,SBI Payroll,01-12-2025 09:15,Pune,Maharashtra,India,Monthly salary credit,01-12-2025 09:20
407,4,2,12000,CREDIT,RTGS,TRANSFER,Business Receipt,Client Payment,10-12-2025 15:00,Pune,Maharashtra,India,Client invoice payment,10-12-2025 15:05
408,5,3,38000,CREDIT,NEFT,INCOME,Salary,ICICI Payroll,01-12-2025 08:45,Nagpur,Maharashtra,India,Monthly salary credit,01-12-2025 08:50
